8.940712221 -18.985592951 -24.533805366 0.867465058 -0.023692487 -0.382858325 0.316800477 9.468907235 -0.898067617 1.142073716 0.046948997 -1.994484174 7.855721339 4.779617163 2.838994419 3.957972530 1.633287256 1.737727722 6.051083224 7.463364303 1.263999662 5.796481726 6.552108715 2.289721017 2.785390873 7.498652407 4.335748068
21.458151719 -8.869457964 -16.430100798 0.467040308 -0.563023064 -0.038565516 0.680728346 5.672361805 2.845698969 6.333881930 7.497067239 8.226932333 9.322238900 3.271451706 4.836116336 8.832278173 1.055108258 6.362547562 1.073911900 4.033285723 8.424651794 0.829192181 2.347866212 -0.172273836 1.038325263 1.148795258 4.310360628
15.022784461 -24.570513105 -21.875754724 -0.458030925 -0.472599862 -0.190773510 0.728328573 2.808915901 5.676556664 5.172056689 5.573383316 0.913349952 2.945065277 3.775769701 5.746380253 3.779897798 3.379676126 1.749228028 5.059224882 6.472693480 5.219746815 4.552412792 4.946817973 0.206575241 3.473212077 5.012641736 4.861579320
13.593357328 -20.276114794 -23.563410373 0.078935030 -0.631983932 -0.692142104 -0.339565720 3.851636193 5.169149531 10.422681302 3.006831715 5.863189492 -0.370755362 1.995348955 4.649289091 4.567850697 5.078088589 10.365096693 5.076990030 6.339309079 5.196007146 6.000262345 -0.701667606 2.244815062 2.114120394 6.337614575 -0.258596212
10.801625623 -13.270248175 -16.235181172 -0.226790645 -0.011383823 0.362984417 -0.903702786 2.154698348 4.481753330 1.631953592 3.580821998 3.802375603 4.457639213 7.119997937 4.965642715 5.484948326 2.162258107 10.538354398 0.089776350 0.813744875 5.017554267 -2.539826048 8.266220764 2.522615491 5.218423604 8.250322638 6.250665443
18.109874290 -12.898497803 -23.004788693 -0.040430177 0.322544444 0.934028347 0.148059209 1.700801512 3.937595598 6.512803480 2.222285093 4.297781836 9.625516916 9.140575096 -4.676755653 7.727914836 8.955216122 -1.343717841 0.713286624 7.209174629 -2.747748370 3.229482015 6.964197598 2.763193553 11.223646342 6.755166321 2.886431969
9.732391175 -16.436932152 -26.974206627 0.857407775 0.063158092 0.406280693 0.309514072 1.509338057 4.792593383 6.537435106 4.574462974 4.128795750 3.846253476 10.159628365 0.915984635 8.690445779 10.121299401 0.235384998 2.701690010 -1.238185156 8.030213112 6.137837328 6.421219157 12.278199057 10.308488337 5.721078681 2.394471621
16.208217403 -16.989691664 -29.677663153 -0.164466607 -0.174174990 0.381725095 0.892692422 2.693923064 4.022892400 5.101540824 3.268294415 -0.798660775 3.425839870 6.717910044 5.405967319 7.135708125 2.079628100 4.966306456 4.553656260 4.320861777 4.286716689 3.343661787 -3.309412615 6.939820582 0.149296636 0.805174091 6.009883850
14.021287178 -13.001641381 -14.971543461 -0.340268108 0.762736887 0.350547877 -0.423752571 1.085887316 8.292477781 5.403045458 -0.771239803 6.973205047 3.801649785 0.294618502 3.667469128 3.797916420 2.833494976 2.339305444 7.266597094 5.471073478 7.292469217 -1.517886501 4.343908776 -2.831514688 -0.685624376 3.471398406 7.927276930
20.127645884 -21.474604446 -26.052740705 -0.183886462 -0.198947402 -0.515790425 -0.812752077 2.480903023 4.500059465 0.549806469 6.593465569 0.515787876 2.069798769 6.680250674 3.373349833 1.725127711 2.108553007 6.121936416 5.892004594 3.281236941 5.928698411 7.500782901 4.830895579 6.842967108 3.531493122 1.791908439 5.021941893
20.245549426 -22.524672769 -15.430082434 -0.175681138 -0.458037660 0.706653762 0.509880477 -2.410024323 4.418271264 4.574638991 11.160854679 -0.329753633 1.688889616 0.206574218 4.549494414 1.245379178 -5.425350588 2.338999725 4.835829235 2.401484689 5.151427149 5.164734134 5.898887425 3.841990990 3.214198579 7.276271799 4.895924640
14.472424813 -15.320516591 -13.854281859 0.363388837 0.034574751 0.523166656 0.770097260 2.708775039 -4.022377440 9.793688847 5.422131539 2.891818151 5.989636037 2.710323227 2.551793573 4.689346450 3.858243558 4.648693298 3.223967787 5.968404456 -2.403533280 1.877988296 9.858499120 -2.481117943 11.054620611 3.809780678 2.537735110
15.410073872 -23.325786940 -18.035995092 0.572712902 -0.074847700 0.338391555 0.742892260 -0.049539104 2.600565379 -0.494758891 4.164022727 3.109055830 2.455041679 9.376740127 5.759880674 8.847065935 3.736766987 4.283900252 6.940926102 4.979887574 8.381832927 1.946130431 7.535884058 6.038418629 2.272807010 10.023087925 2.113454263
9.049151693 -18.625669610 -24.807645733 -0.517223632 0.357788446 0.458180812 -0.628122190 4.248157231 9.647809262 -0.510699504 -0.300405602 1.291605291 3.562551374 0.502123511 1.328257734 1.071238178 5.887199390 8.271323684 6.718199859 8.049881439 0.374625135 7.406803614 1.656335263 -1.320935813 1.847723550 4.232232848 4.714935694
16.664113531 -10.644811654 -14.371831466 0.623215439 0.694905933 0.123225281 -0.336932917 6.851057649 3.155801617 -0.101260863 -1.655851661 -1.083772880 6.832750960 2.983753500 7.324931969 5.486311767 1.430794087 2.578641193 5.607204500 5.075347859 1.296199913 2.878234264 5.847360319 -1.913910653 3.142034658 3.509801566 5.672188272
10.232821896 -9.839861589 -20.247161242 -0.769217214 0.495736995 0.385699195 0.117413117 4.802777485 5.143708242 2.392058037 5.697124813 8.212247022 3.757012437 0.668508900 4.859749138 0.631528742 5.922793927 3.698710668 1.579678852 8.054139754 5.025480287 7.403939358 5.370881733 3.718389897 6.973506320 3.711357215 2.010481462
15.358750656 -16.894797027 -14.602330280 0.074613081 0.429340909 0.588371685 -0.681115285 4.599775935 1.575586261 8.694065503 2.401122494 9.190212779 3.278150995 5.196004790 2.929001763 6.983162891 7.389643278 3.719223368 7.750689914 -0.105277821 2.832047397 3.729907913 5.253930935 5.619613372 7.929777388 4.718552092 6.228732533
13.781118017 -18.341789644 -12.714279533 -0.348316652 0.527386639 0.281191994 -0.722128732 1.652354388 2.519758533 8.364351584 -1.616017540 4.829991921 0.634490617 6.276183215 1.380040137 7.042696893 1.804557038 7.284640210 4.905709579 4.496188762 2.854185156 4.459966026 6.739369685 7.338933974 0.279723526 2.890389093 1.270679521
18.445405968 -22.112251309 -23.877802144 -0.110461484 0.990950340 -0.036135983 0.067155605 7.886610623 9.339809502 4.580941782 2.394993031 5.941461506 -4.084668640 6.090462851 0.385242245 6.295600108 5.157857572 4.108134663 6.930626491 3.392976533 7.436563064 3.345740240 1.792402485 5.673940573 2.235031569 3.351937944 5.918606723
10.082597107 -21.336755551 -18.382091128 -0.020488615 0.027008637 0.928183339 0.370575822 4.322749874 6.700061790 10.819322629 0.039340957 8.758490254 5.271998113 7.370124027 2.474892810 2.142267568 1.829822992 2.511457547 10.112288613 1.801776237 13.523391980 6.159324694 0.498101359 -0.272385496 8.023515859 5.090156721 6.996199940
14.518645453 -19.734260817 -16.984678058 -0.170393963 -0.189322349 -0.246685202 0.935023720 9.427827439 0.704808093 5.571935696 6.040162304 1.177527933 2.811966035 2.794522058 6.526534536 3.888909427 1.586493505 3.234285372 6.363740798 1.184717289 5.808729995 6.202638966 2.864438919 3.515278519 2.781734476 8.544565295 3.492300319
8.805809311 -12.326488318 -21.863968330 0.227922298 -0.867073925 -0.442912524 -0.007920275 2.870962891 5.800764476 5.279767286 6.522545731 1.145066001 4.485688300 7.109090234 7.484563292 5.243130798 0.309279382 3.407174394 4.937714054 1.982439989 -0.661216717 4.114825871 0.640150623 4.498235233 2.745764636 7.838345862 -3.864337768
16.333109784 -15.050344247 -16.227061454 -0.089838246 0.105938041 0.577470476 0.804508590 4.910952381 7.117326221 5.521156382 3.896683549 6.832339331 -0.932251646 2.656596810 5.123435804 3.258528290 0.926729703 4.498531513 4.636836529 7.883331627 -2.435475246 4.334236016 10.613089864 -2.956673135 3.020346847 6.431060931 6.851342188
23.858857556 -15.760320848 -17.966339199 0.109816110 -0.001575090 -0.887289696 -0.447945238 5.499692987 5.830641651 2.076915914 5.289108767 -1.185239138 5.023667764 4.738282235 3.401432871 1.029440781 4.638115617 0.382743967 -1.942820077 10.198353860 2.669541639 3.630045164 4.338630103 2.117658274 5.719529608 2.256113275 4.855184046
19.312154434 -21.435226402 -12.267278773 -0.181581470 0.049074004 0.965287069 0.181220269 3.150684502 2.488737096 7.395083059 3.168136277 2.184916741 1.575897105 2.004975548 6.498108665 3.309928340 3.215934737 6.260291101 4.286219477 7.411302864 -2.003569343 -0.327566789 7.256686301 1.848301167 3.249083687 4.742187534 2.349793156
22.845960237 -21.874645732 -19.127374669 0.042521054 0.895224315 0.281173694 -0.343084159 4.173506907 2.649788136 2.616473802 2.672482083 6.196282050 6.343619821 7.885767105 3.366062622 0.272709587 8.145219539 6.057304872 3.553355360 -1.268885705 4.158137118 5.324968745 0.942276985 5.581446752 3.232455793 8.497502875 1.202792105
